symbol,name,current_ind,L_code,O_code
73055U,世紀*國票68售01,其他等,,
72855U,信驊富邦5C售02,其他等,,
00971,野村美國研發龍頭,其他等,,
73040U,穩懋群益64售02,其他等,,
00972,野村日本動能高息,其他等,,
1101B,台泥乙特,其他等,,
00739,元大MSCI A股,其他等,,
73033U,富喬台新62售01,其他等,,
72965U,青雲國票61售03,其他等,,
72772U,穩懋群益63售01,其他等,,
00660,元大歐洲50,其他等,,
00986B,FT金融債10+,其他等,,
020000,富邦特選蘋果N,其他等,,
01001T,土銀富邦R1,其他等,,
7835,永悅健康-創,其他等,36,
00783,富邦中証500,其他等,,
72921U,富喬台新5C售03,其他等,,
72976U,順達凱基61售06,其他等,,
00982B,FT投資級債20+,其他等,,
72988U,頎邦國票64售02,其他等,,
73036U,富喬國票63售02,其他等,,
72956U,群聯國票61售05,其他等,,
00687C,國泰20年美債+櫃U,其他等,,
73021U,威剛凱基63售03,其他等,,
73043U,穩懋凱基63售07,其他等,,
1341,富林-KY,塑膠工業,03,
73048U,東捷群益62售02,其他等,,
020028,元大特選電動車N,其他等,,
73069U,精材群益63售09,其他等,,
73051U,陽程國票66售01,其他等,,
72945U,頎邦台新61售03,其他等,,
73105U,頎邦群益63售06,其他等,,
2881B,富邦金乙特,其他等,,
72966U,雙鴻凱基61售07,其他等,,
73050U,群聯永豐63售04,其他等,,
72928U,富喬凱基5C售04,其他等,,
73057U,宜鼎元大62售02,其他等,,
72908U,威剛群益65售01,其他等,,
00787B,元大10年IG醫療債,其他等,,
72909U,威剛凱基65售01,其他等,,
72953U,精材國票65售02,其他等,,
72898U,雷科國票5B售03,其他等,,
020030,統一智慧電動車N,其他等,,
020020,元大台股領航N,其他等,,
73066U,千附精國票63售01,其他等,,
01009T,王道圓滿R1,其他等,,
72936U,宜鼎凱基5C售10,其他等,,
72952U,精材國票61售05,其他等,,
73061U,環球晶凱基62售06,其他等,,
020034,元大IC設計N,其他等,,
00867B,台新A-BBB電信債,其他等,,
72878U,群聯台新5B售08,其他等,,
73039U,東捷群益64售02,其他等,,
72996U,立碁國票64售02,其他等,,
73092U,信驊國票65售01,其他等,,
72610U,富喬國票5C售02,其他等,,
73086U,信驊永豐64售01,其他等,,
2891B,中信金乙特,其他等,,
73072U,精材國票64售03,其他等,,
72941U,雙鴻永豐61售04,其他等,,
72749U,精測群益62售04,其他等,,
73109U,茂綸國票65售02,其他等,,
73097U,頎邦台新63售03,其他等,,
72914U,威剛群益5B售05,其他等,,
72977U,雙鴻國泰63售01,其他等,,
72869U,立碁國票5B售03,其他等,,
72896U,精材凱基5B售08,其他等,,
73067U,晶宏國票63售01,其他等,,
72814U,精測群益5B售02,其他等,,
72866U,旺矽凱基5A售06,其他等,,
72622U,精測群益62售02,其他等,,
72990U,中美晶元大61售09,其他等,,
73070U,精材群益69售01,其他等,,
00856B,永豐1-3年美公債,其他等,,
8349A,恒耀甲特,其他等,,
73065U,環球晶台新63售01,其他等,,
73083U,信驊凱基63售06,其他等,,
72994U,元太凱基61售07,其他等,,
73022U,威剛元大63售03,其他等,,
020037,元大金融高股息N,其他等,,
72901U,德微國票5C售05,其他等,,
72843U,精材群益63售01,其他等,,
73042U,穩懋凱基63售06,其他等,,
72949U,威剛元大61售06,其他等,,
72919U,順達台新5C售01,其他等,,
72882U,環球晶台新5B售03,其他等,,
73013U,威剛元大63售02,其他等,,
72861U,華電網凱基5A售01,其他等,,
73089U,信驊群益63售04,其他等,,
73078U,擎亞台新63售02,其他等,,
73071U,雙鴻群益63售09,其他等,,
72868U,富喬群益5C售01,其他等,,
72942U,家登群益61售03,其他等,,
73088U,信驊群益63售03,其他等,,
72883U,環球晶國票5B售02,其他等,,
73014U,家登凱基63售02,其他等,,
72985U,中美晶國票63售01,其他等,,
72989U,廣穎國票61售01,其他等,,
020031,統一IC設計臺灣N,其他等,,
020029,元大ESG高股息N,其他等,,
00643K,群益深証中小+R,其他等,,
72972U,雙鴻群益61售03,其他等,,
72961U,群聯凱基61售10,其他等,,
72902U,擎亞國票5B售03,其他等,,
73053U,頎邦台新62售02,其他等,,
72917U,威剛凱基5B售09,其他等,,
73023U,雙鴻凱基63售07,其他等,,
72888U,德微群益5B售02,其他等,,
72894U,世界群益62售01,其他等,,
73020U,雙鴻元大63售07,其他等,,
72948U,精材群益63售02,其他等,,
72954U,群聯中信61售02,其他等,,
73076U,雙鴻凱基63售17,其他等,,
72946U,世界群益61售03,其他等,,
72931U,群聯群益5C售10,其他等,,
73081U,昇達科台新63售02,其他等,,
72933U,世界群益66售01,其他等,,
72959U,雙鴻群益63售03,其他等,,
73095U,穩懋國票65售01,其他等,,
73005U,群聯國票62售01,其他等,,
72973U,M31國票61售02,其他等,,
72939U,威剛國票62售01,其他等,,
72853U,信驊元大5A售01,其他等,,
72859U,弘塑國票5B售02,其他等,,
72970U,雙鴻國票61售02,其他等,,
73027U,萬潤國票66售02,其他等,,
72907U,群聯富邦61售05,其他等,,
73096U,穩懋國票69售01,其他等,,
73046U,中美晶中信62售02,其他等,,
72938U,世界國票62售01,其他等,,
72922U,威剛凱基5C售05,其他等,,
72875U,威剛凱基5B售05,其他等,,
72975U,譜瑞國票61售01,其他等,,
72854U,信驊永豐61售01,其他等,,
73075U,環球晶台新63售04,其他等,,
72934U,精材群益66售01,其他等,,
73045U,蜜望實國票63售02,其他等,,
73099U,弘塑國票65售02,其他等,,
72879U,世界凱基5B售02,其他等,,
73090U,竹陞國票67售01,其他等,,
73074U,精材台新63售05,其他等,,
72870U,群聯國票5B售06,其他等,,
72903U,群聯凱基5B售08,其他等,,
00657K,國泰日經225+U,其他等,,
72992U,中美晶富邦67售02,其他等,,
73102U,萊德光國票65售01,其他等,,
00668K,國泰美國道瓊+U,其他等,,
72986U,元太國票61售02,其他等,,
72955U,宜鼎國票61售03,其他等,,
72614U,富喬中信5C售02,其他等,,
73084U,信驊富邦66售02,其他等,,
72733U,中探針群益62售01,其他等,,
73010U,頎邦國票64售03,其他等,,
72629U,櫃200群益5B售02,其他等,,
73056U,沛亨國票68售01,其他等,,
73037U,富喬國票65售01,其他等,,
72863U,蜜望實國票5A售03,其他等,,
73018U,群聯國票66售02,其他等,,
00636K,國泰中國A50+U,其他等,,
73058U,頎邦群益62售03,其他等,,
72827U,元太群益5B售02,其他等,,
72692U,信驊群益61售02,其他等,,
72836U,東捷群益5B售01,其他等,,
72876U,合晶台新5B售05,其他等,,
72880U,良維國票5C售02,其他等,,
72737U,雙鴻群益5A售04,其他等,,
72782U,環球晶群益62售01,其他等,,
72837U,鈊象群益59售04,其他等,,
00625K,富邦上証+R,其他等,,
020011,統一微波高息20N,其他等,,
020012,富邦行動通訊N,其他等,,
020032,元大綠能N,其他等,,
020036,元大金融配息N,其他等,,
020038,元大ESG配息N,其他等,,
2891C,中信金丙特,其他等,,
6592B,和潤企業乙特,其他等,,
020035,元大上櫃ESG高息N,其他等,,
72328U,環球晶群益59售01,其他等,,
72348U,良維群益59售01,其他等,,
72400U,博智群益5A售02,其他等,,
72414U,振曜群益5A售01,其他等,,
72479U,擎亞群益5B售01,其他等,,
72485U,信驊群益5B售01,其他等,,
72501U,雙鴻中信5B售02,其他等,,
72523U,新應材群益5B售01,其他等,,
72572U,精測群益62售01,其他等,,
72587U,華電網國票5A售01,其他等,,
72638U,譜瑞群益5C售01,其他等,,
72650U,雙鴻群益59售01,其他等,,
72691U,信驊群益5B售03,其他等,,
72697U,穩懋凱基59售04,其他等,,
72700U,博智凱基59售03,其他等,,
72704U,點序群益61售01,其他等,,
72713U,世界群益5B售01,其他等,,
72724U,信驊國票5B售01,其他等,,
72735U,世界群益5A售01,其他等,,
72736U,精材群益5A售04,其他等,,
72747U,閎康群益5A售02,其他等,,
72748U,精測群益5A售02,其他等,,
72754U,博智群益62售02,其他等,,
72759U,茂迪凱基59售01,其他等,,
72763U,譜瑞國票59售02,其他等,,
72766U,富喬群益5A售02,其他等,,
72774U,信驊永豐5A售01,其他等,,
72781U,系統電國票5A售01,其他等,,
72785U,旺矽富邦5A售02,其他等,,
72790U,閎康群益63售01,其他等,,
72791U,榮剛群益63售01,其他等,,
72794U,雙鴻凱基5A售02,其他等,,
72795U,神盾群益61售01,其他等,,
72797U,台特化國票5A售02,其他等,,
72798U,宏觀國票5A售01,其他等,,
72799U,雙鴻國票5A售01,其他等,,
72800U,信驊永豐5B售01,其他等,,
72807U,新應材國泰5A售01,其他等,,
72808U,新應材國票5A售03,其他等,,
72809U,萬泰科國票5A售02,其他等,,
72810U,鑫聯國票5A售02,其他等,,
72812U,茂迪國票5A售03,其他等,,
72813U,宜鼎群益5B售03,其他等,,
72817U,雙鴻台新59售03,其他等,,
72818U,信驊永豐5C售01,其他等,,
72819U,鑫科國票59售02,其他等,,
72820U,鑫聯國票5A售03,其他等,,
72821U,信驊元大59售04,其他等,,
72822U,信驊元大59售05,其他等,,
72823U,弘塑凱基59售05,其他等,,
72824U,亞泰國票59售03,其他等,,
72825U,頎邦元富59售03,其他等,,
72826U,頎邦元富59售06,其他等,,
72828U,台燿群益5B售01,其他等,,
72829U,宏捷科群益5C售01,其他等,,
72830U,元太凱基5B售03,其他等,,
72831U,台燿凱基59售05,其他等,,
72833U,台燿元富59售04,其他等,,
72834U,台燿中信59售08,其他等,,
72835U,東捷群益59售03,其他等,,
72838U,鈊象群益5B售02,其他等,,
72839U,台燿元大59售25,其他等,,
72840U,世界群益5B售04,其他等,,
72841U,神盾群益5C售01,其他等,,
72842U,鈊象群益63售01,其他等,,
72844U,雙鴻群益59售15,其他等,,
72845U,雙鴻凱基5A售04,其他等,,
72846U,鈊象凱基5A售02,其他等,,
72847U,印能國票5A售04,其他等,,
72848U,雙鴻群益5A售06,其他等,,
72849U,印能凱基5A售04,其他等,,
72850U,印能國票5A售05,其他等,,
72851U,矽科國票5B售02,其他等,,
72852U,旺矽元大5A售03,其他等,,
72856U,頎邦凱基5A售03,其他等,,
72857U,雙鴻元大5A售06,其他等,,
72858U,巨漢國票5A售02,其他等,,
72860U,弘塑元大5A售03,其他等,,
72862U,群聯國票5B售02,其他等,,
72864U,群聯凱基5A售03,其他等,,
72865U,信驊永豐5B售03,其他等,,
72871U,群聯群益61售02,其他等,,
72872U,聖暉*台新5B售01,其他等,,
72873U,威剛國票5C售02,其他等,,
72874U,威剛群益5C售02,其他等,,
72877U,群聯台新5B售07,其他等,,
72881U,鈊象台新5B售03,其他等,,
72884U,鈊象群益61售01,其他等,,
72885U,中美晶群益5B售02,其他等,,
72886U,群聯群益5B售06,其他等,,
72887U,精材群益5B售05,其他等,,
72889U,新盛力群益5B售04,其他等,,
72890U,廣穎群益5B售03,其他等,,
72891U,世界台新5B售03,其他等,,
72892U,台特化台新5B售04,其他等,,
72893U,威剛中信64售01,其他等,,
72895U,台特化群益5B售01,其他等,,
72897U,精材群益5B售08,其他等,,
72899U,立敦台新5B售04,其他等,,
72900U,德微國票5C售04,其他等,,
72904U,欣銓台新5B售05,其他等,,
72905U,臺慶科台新5B售05,其他等,,
72906U,博智群益5B售04,其他等,,
72910U,精材台新5B售06,其他等,,
72911U,威剛元大5B售16,其他等,,
72912U,良維群益61售02,其他等,,
72913U,威剛群益5B售04,其他等,,
72915U,威剛群益61售03,其他等,,
72916U,中美晶凱基5B售06,其他等,,
72918U,威剛永豐61售03,其他等,,
72920U,佳邦群益5C售01,其他等,,
72923U,宜鼎台新5C售05,其他等,,
72924U,台半群益5C售03,其他等,,
72926U,臺慶科凱基5C售03,其他等,,
72927U,聖暉*台新5C售05,其他等,,
72929U,臺慶科台新5C售02,其他等,,
72930U,威剛群益5C售08,其他等,,
72932U,威剛國泰61售02,其他等,,
72935U,世界台新5C售02,其他等,,
72937U,元太國票62售01,其他等,,
72940U,臺慶科國票62售01,其他等,,
72943U,頎邦國票61售01,其他等,,
72944U,中光電台新61售03,其他等,,
72947U,台星科群益61售02,其他等,,
72951U,中光電台新61售05,其他等,,
72957U,良維群益63售01,其他等,,
72958U,群聯群益63售02,其他等,,
72960U,良維凱基61售03,其他等,,
72962U,宜鼎群益67售01,其他等,,
72963U,中美晶國票61售06,其他等,,
72964U,中美晶國票64售02,其他等,,
72967U,順達國票61售03,其他等,,
72968U,群聯國票64售01,其他等,,
72969U,聖暉*國票61售05,其他等,,
72971U,良維群益67售01,其他等,,
72974U,威剛國票65售01,其他等,,
72978U,威剛凱基61售06,其他等,,
72979U,群聯台新61售07,其他等,,
72980U,頎邦凱基61售05,其他等,,
72981U,欣銓國票61售04,其他等,,
72982U,華景電國票61售02,其他等,,
72983U,家登群益63售02,其他等,,
72984U,凡甲國票61售01,其他等,,
72987U,宜特國票61售02,其他等,,
72991U,群聯元大61售20,其他等,,
72993U,中美晶凱基63售03,其他等,,
72995U,群聯凱基63售03,其他等,,
72997U,良維國票61售02,其他等,,
72998U,新普國票61售02,其他等,,
72999U,世界國票62售02,其他等,,
73000U,宜鼎國票63售01,其他等,,
73001U,欣銓國票63售01,其他等,,
73002U,順達國票63售01,其他等,,
73003U,鈊象國票62售01,其他等,,
73004U,群翊國票62售01,其他等,,
73006U,雙鴻國票63售01,其他等,,
73007U,世界凱基63售03,其他等,,
73008U,中美晶國票64售03,其他等,,
73009U,光焱國票65售01,其他等,,
73011U,中美晶國票66售01,其他等,,
73012U,威剛國票65售02,其他等,,
73015U,新應材凱基63售04,其他等,,
73016U,宜鼎國票66售02,其他等,,
73017U,順達國票66售01,其他等,,
73019U,雙鴻國票66售02,其他等,,
73025U,朋億*國票66售02,其他等,,
73026U,金山電國票68售01,其他等,,
73028U,萬潤國票68售02,其他等,,
73029U,聖暉*國票66售01,其他等,,
73030U,中美晶台新62售02,其他等,,
73031U,威剛凱基63售05,其他等,,
73032U,M31國票66售01,其他等,,
73034U,中美晶凱基64售03,其他等,,
73035U,群聯永豐64售12,其他等,,
73038U,中美晶群益63售03,其他等,,
73044U,宏捷科凱基63售01,其他等,,
73047U,宜特群益62售02,其他等,,
73049U,振曜群益66售01,其他等,,
73059U,安葆國票68售01,其他等,,
73060U,宏捷科國票63售01,其他等,,
73062U,環球晶群益64售01,其他等,,
73063U,環球晶中信62售03,其他等,,
73064U,環球晶元大62售04,其他等,,
73068U,均華群益63售01,其他等,,
73073U,環球晶國票64售03,其他等,,
73077U,漢達國票65售02,其他等,,
73079U,博智凱基63售06,其他等,,
73080U,順達元大63售11,其他等,,
73082U,信驊台新63售04,其他等,,
73085U,信驊永豐63售01,其他等,,
73087U,信驊元大63售03,其他等,,
73091U,信驊國票64售02,其他等,,
73093U,信驊國票65售02,其他等,,
73094U,漢達國票65售03,其他等,,
73098U,台半國票65售02,其他等,,
73100U,威聯通國票65售01,其他等,,
73101U,崴寶國票65售01,其他等,,
73103U,雷科國票64售03,其他等,,
73106U,竹陞國票65售02,其他等,,
73107U,南俊國票65售01,其他等,,
73108U,茂達國票65售03,其他等,,
73110U,高技國票65售03,其他等,,
73111U,博盛國票65售01,其他等,,
73112U,雅特力國票65售01,其他等,,
73113U,弘塑凱基65售02,其他等,,
